country,subnational1,driver,year,tree_cover_loss_ha
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2004,27
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2004,259
Indonesia,Nusa Tenggara Barat,Wildfire,2004,22
Indonesia,Nusa Tenggara Barat,Hard commodities,2005,44
Indonesia,Nusa Tenggara Barat,Logging,2005,70
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2005,137
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2005,1481
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2005,20
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2005,195
Indonesia,Nusa Tenggara Barat,Wildfire,2005,58
Indonesia,Nusa Tenggara Barat,Hard commodities,2006,79
Indonesia,Nusa Tenggara Barat,Logging,2006,47
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2006,285
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2006,1873
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2006,32
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2006,118
Indonesia,Nusa Tenggara Barat,Wildfire,2006,22
Indonesia,Nusa Tenggara Barat,Hard commodities,2007,69
Indonesia,Nusa Tenggara Barat,Logging,2007,36
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2007,103
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2007,1519
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2007,21
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2007,165
Indonesia,Nusa Tenggara Barat,Wildfire,2007,51
Indonesia,Nusa Tenggara Barat,Hard commodities,2008,42
Indonesia,Nusa Tenggara Barat,Logging,2008,29
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2008,52
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2008,2446
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2008,19
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2008,97
Indonesia,Nusa Tenggara Barat,Wildfire,2008,15
Indonesia,Nusa Tenggara Barat,Hard commodities,2009,1
Indonesia,Nusa Tenggara Barat,Logging,2009,24
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2009,49
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2009,1708
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2009,44
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2009,82
Indonesia,Nusa Tenggara Barat,Wildfire,2009,8
Indonesia,Nusa Tenggara Barat,Hard commodities,2010,56
Indonesia,Nusa Tenggara Barat,Logging,2010,40
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2010,87
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2010,795
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2010,18
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2010,111
Indonesia,Nusa Tenggara Barat,Wildfire,2010,11
Indonesia,Nusa Tenggara Barat,Hard commodities,2011,104
Indonesia,Nusa Tenggara Barat,Logging,2011,27
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2011,41
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2011,2044
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2011,29
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2011,38
Indonesia,Nusa Tenggara Barat,Wildfire,2011,2
Indonesia,Nusa Tenggara Barat,Hard commodities,2012,123
Indonesia,Nusa Tenggara Barat,Logging,2012,119
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2012,169
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2012,2402
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2012,49
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2012,160
Indonesia,Nusa Tenggara Barat,Wildfire,2012,10
Indonesia,Nusa Tenggara Barat,Hard commodities,2013,38
Indonesia,Nusa Tenggara Barat,Logging,2013,8
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2013,27
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2013,1404
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2013,8
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2013,32
Indonesia,Nusa Tenggara Barat,Wildfire,2013,1
Indonesia,Nusa Tenggara Barat,Hard commodities,2014,33
Indonesia,Nusa Tenggara Barat,Logging,2014,37
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2014,140
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2014,6709
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2014,22
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2014,145
Indonesia,Nusa Tenggara Barat,Wildfire,2014,15
Indonesia,Nusa Tenggara Barat,Hard commodities,2015,12
Indonesia,Nusa Tenggara Barat,Logging,2015,79
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2015,91
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2015,3980
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2015,4
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2015,155
Indonesia,Nusa Tenggara Barat,Wildfire,2015,90
Indonesia,Nusa Tenggara Barat,Hard commodities,2016,45
Indonesia,Nusa Tenggara Barat,Logging,2016,40
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2016,69
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2016,3555
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2016,16
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2016,80
Indonesia,Nusa Tenggara Barat,Wildfire,2016,213
Indonesia,Nusa Tenggara Barat,Hard commodities,2017,76
Indonesia,Nusa Tenggara Barat,Logging,2017,75
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2017,34
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2017,5874
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2017,26
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2017,87
Indonesia,Nusa Tenggara Barat,Wildfire,2017,14
Indonesia,Nusa Tenggara Barat,Hard commodities,2018,109
Indonesia,Nusa Tenggara Barat,Logging,2018,40
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2018,66
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2018,7765
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2018,21
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2018,131
Indonesia,Nusa Tenggara Barat,Wildfire,2018,3
Indonesia,Nusa Tenggara Barat,Hard commodities,2019,181
Indonesia,Nusa Tenggara Barat,Logging,2019,32
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2019,176
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2019,7993
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2019,35
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2019,125
Indonesia,Nusa Tenggara Barat,Wildfire,2019,145
Indonesia,Nusa Tenggara Barat,Hard commodities,2020,129
Indonesia,Nusa Tenggara Barat,Logging,2020,22
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2020,654
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2020,5380
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2020,28
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2020,112
Indonesia,Nusa Tenggara Barat,Wildfire,2020,260
Indonesia,Nusa Tenggara Barat,Hard commodities,2021,189
Indonesia,Nusa Tenggara Barat,Logging,2021,22
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2021,42
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2021,4462
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2021,24
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2021,64
Indonesia,Nusa Tenggara Barat,Wildfire,2021,1
Indonesia,Nusa Tenggara Barat,Hard commodities,2022,368
Indonesia,Nusa Tenggara Barat,Logging,2022,23
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2022,50
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2022,4990
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2022,40
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2022,129
Indonesia,Nusa Tenggara Barat,Wildfire,2022,4
Indonesia,Nusa Tenggara Barat,Hard commodities,2023,352
Indonesia,Nusa Tenggara Barat,Logging,2023,228
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2023,37
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2023,8811
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2023,51
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2023,363
Indonesia,Nusa Tenggara Barat,Wildfire,2023,72
Indonesia,Nusa Tenggara Barat,Hard commodities,2024,148
Indonesia,Nusa Tenggara Barat,Logging,2024,66
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2024,41
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2024,5296
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2024,32
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2024,541
Indonesia,Nusa Tenggara Barat,Wildfire,2024,19
Indonesia,Nusa Tenggara Barat,Hard commodities,2025,104
Indonesia,Nusa Tenggara Barat,Logging,2025,27
Indonesia,Nusa Tenggara Barat,Other natural disturbances,2025,91
Indonesia,Nusa Tenggara Barat,Permanent agriculture,2025,3118
Indonesia,Nusa Tenggara Barat,Settlements & Infrastructure,2025,22
Indonesia,Nusa Tenggara Barat,Shifting cultivation,2025,238
Indonesia,Nusa Tenggara Barat,Wildfire,2025,31
Indonesia,Nusa Tenggara Timur,Hard commodities,2001,19
Indonesia,Nusa Tenggara Timur,Logging,2001,38
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2001,64
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2001,3362
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2001,12
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2001,1140
Indonesia,Nusa Tenggara Timur,Wildfire,2001,11
Indonesia,Nusa Tenggara Timur,Hard commodities,2002,19
Indonesia,Nusa Tenggara Timur,Logging,2002,26
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2002,63
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2002,3271
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2002,22
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2002,1133
Indonesia,Nusa Tenggara Timur,Wildfire,2002,6
Indonesia,Nusa Tenggara Timur,Hard commodities,2003,14
Indonesia,Nusa Tenggara Timur,Logging,2003,18
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2003,80
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2003,2277
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2003,7
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2003,1380
Indonesia,Nusa Tenggara Timur,Wildfire,2003,11
Indonesia,Nusa Tenggara Timur,Hard commodities,2004,27
Indonesia,Nusa Tenggara Timur,Logging,2004,48
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2004,51
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2004,3250
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2004,11
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2004,1223
Indonesia,Nusa Tenggara Timur,Wildfire,2004,6
Indonesia,Nusa Tenggara Timur,Hard commodities,2005,15
Indonesia,Nusa Tenggara Timur,Logging,2005,128
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2005,132
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2005,3288
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2005,8
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2005,1363
Indonesia,Nusa Tenggara Timur,Wildfire,2005,51
Indonesia,Nusa Tenggara Timur,Hard commodities,2006,25
Indonesia,Nusa Tenggara Timur,Logging,2006,105
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2006,104
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2006,4711
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2006,12
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2006,1940
Indonesia,Nusa Tenggara Timur,Wildfire,2006,10
Indonesia,Nusa Tenggara Timur,Hard commodities,2007,39
Indonesia,Nusa Tenggara Timur,Logging,2007,62
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2007,106
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2007,3634
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2007,13
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2007,1092
Indonesia,Nusa Tenggara Timur,Wildfire,2007,21
Indonesia,Nusa Tenggara Timur,Hard commodities,2008,60
Indonesia,Nusa Tenggara Timur,Logging,2008,32
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2008,112
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2008,3229
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2008,14
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2008,891
Indonesia,Nusa Tenggara Timur,Wildfire,2008,52
Indonesia,Nusa Tenggara Timur,Hard commodities,2009,36
Indonesia,Nusa Tenggara Timur,Logging,2009,66
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2009,90
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2009,4435
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2009,18
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2009,1122
Indonesia,Nusa Tenggara Timur,Wildfire,2009,69
Indonesia,Nusa Tenggara Timur,Hard commodities,2010,19
Indonesia,Nusa Tenggara Timur,Logging,2010,10
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2010,84
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2010,1268
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2010,7
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2010,328
Indonesia,Nusa Tenggara Timur,Wildfire,2010,7
Indonesia,Nusa Tenggara Timur,Hard commodities,2011,106
Indonesia,Nusa Tenggara Timur,Logging,2011,47
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2011,63
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2011,6198
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2011,44
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2011,1150
Indonesia,Nusa Tenggara Timur,Wildfire,2011,70
Indonesia,Nusa Tenggara Timur,Hard commodities,2012,43
Indonesia,Nusa Tenggara Timur,Logging,2012,29
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2012,168
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2012,3442
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2012,27
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2012,790
Indonesia,Nusa Tenggara Timur,Wildfire,2012,8
Indonesia,Nusa Tenggara Timur,Hard commodities,2013,98
Indonesia,Nusa Tenggara Timur,Logging,2013,7
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2013,142
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2013,1489
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2013,9
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2013,300
Indonesia,Nusa Tenggara Timur,Wildfire,2013,17
Indonesia,Nusa Tenggara Timur,Hard commodities,2014,56
Indonesia,Nusa Tenggara Timur,Logging,2014,104
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2014,156
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2014,7114
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2014,28
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2014,1442
Indonesia,Nusa Tenggara Timur,Wildfire,2014,170
Indonesia,Nusa Tenggara Timur,Hard commodities,2015,36
Indonesia,Nusa Tenggara Timur,Logging,2015,101
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2015,135
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2015,5896
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2015,13
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2015,1128
Indonesia,Nusa Tenggara Timur,Wildfire,2015,43
Indonesia,Nusa Tenggara Timur,Hard commodities,2016,52
Indonesia,Nusa Tenggara Timur,Logging,2016,35
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2016,96
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2016,6078
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2016,30
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2016,959
Indonesia,Nusa Tenggara Timur,Wildfire,2016,80
Indonesia,Nusa Tenggara Timur,Hard commodities,2017,77
Indonesia,Nusa Tenggara Timur,Logging,2017,59
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2017,184
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2017,7964
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2017,54
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2017,1726
Indonesia,Nusa Tenggara Timur,Wildfire,2017,233
Indonesia,Nusa Tenggara Timur,Hard commodities,2018,52
Indonesia,Nusa Tenggara Timur,Logging,2018,13
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2018,35
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2018,4146
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2018,38
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2018,843
Indonesia,Nusa Tenggara Timur,Wildfire,2018,33
Indonesia,Nusa Tenggara Timur,Hard commodities,2019,105
Indonesia,Nusa Tenggara Timur,Logging,2019,72
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2019,73
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2019,5899
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2019,23
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2019,1510
Indonesia,Nusa Tenggara Timur,Wildfire,2019,72
Indonesia,Nusa Tenggara Timur,Hard commodities,2020,70
Indonesia,Nusa Tenggara Timur,Logging,2020,36
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2020,155
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2020,4966
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2020,43
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2020,1169
Indonesia,Nusa Tenggara Timur,Wildfire,2020,49
Indonesia,Nusa Tenggara Timur,Hard commodities,2021,239
Indonesia,Nusa Tenggara Timur,Logging,2021,103
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2021,420
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2021,6705
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2021,54
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2021,2141
Indonesia,Nusa Tenggara Timur,Wildfire,2021,78
Indonesia,Nusa Tenggara Timur,Hard commodities,2022,46
Indonesia,Nusa Tenggara Timur,Logging,2022,85
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2022,108
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2022,5511
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2022,34
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2022,1151
Indonesia,Nusa Tenggara Timur,Wildfire,2022,43
Indonesia,Nusa Tenggara Timur,Hard commodities,2023,61
Indonesia,Nusa Tenggara Timur,Logging,2023,37
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2023,38
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2023,6642
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2023,18
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2023,1731
Indonesia,Nusa Tenggara Timur,Wildfire,2023,253
Indonesia,Nusa Tenggara Timur,Hard commodities,2024,20
Indonesia,Nusa Tenggara Timur,Logging,2024,29
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2024,137
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2024,5297
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2024,18
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2024,923
Indonesia,Nusa Tenggara Timur,Wildfire,2024,44
Indonesia,Nusa Tenggara Timur,Hard commodities,2025,463
Indonesia,Nusa Tenggara Timur,Logging,2025,43
Indonesia,Nusa Tenggara Timur,Other natural disturbances,2025,80
Indonesia,Nusa Tenggara Timur,Permanent agriculture,2025,4658
Indonesia,Nusa Tenggara Timur,Settlements & Infrastructure,2025,17
Indonesia,Nusa Tenggara Timur,Shifting cultivation,2025,1121
Indonesia,Nusa Tenggara Timur,Wildfire,2025,468
Indonesia,Papua,Hard commodities,2001,19
Indonesia,Papua,Logging,2001,2934
Indonesia,Papua,Other natural disturbances,2001,1963
Indonesia,Papua,Permanent agriculture,2001,3791
Indonesia,Papua,Settlements & Infrastructure,2001,147
Indonesia,Papua,Shifting cultivation,2001,2876
